epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
66,6753.86,1.03928,0.44871,1.10724,0.93897,0.96307,0.98438,0.64928,1.28651,0.44477,1.37029,0.00874316,0.00874316,0.00874316
67,6797.52,1.03944,0.44874,1.11311,0.94188,0.96308,0.98569,0.69478,1.13783,0.41549,1.26208,0.00872383,0.00872383,0.00872383
68,6841.62,1.03858,0.44698,1.10379,0.94245,0.96589,0.98559,0.68766,1.15487,0.41728,1.27815,0.00870449,0.00870449,0.00870449
69,6886.3,1.03253,0.44681,1.0969,0.93878,0.96659,0.98569,0.67707,1.18956,0.42555,1.29727,0.00868516,0.00868516,0.00868516
70,6930.86,1.02914,0.44206,1.10238,0.93761,0.96659,0.98555,0.69263,1.13672,0.41827,1.25269,0.00866582,0.00866582,0.00866582
71,6975.46,1.03319,0.44498,1.0986,0.94291,0.96414,0.98655,0.70611,1.11431,0.40809,1.24916,0.00864648,0.00864648,0.00864648
72,7019.44,1.0264,0.44359,1.09767,0.94434,0.96361,0.98625,0.71132,1.10199,0.40781,1.24022,0.00862715,0.00862715,0.00862715
73,7064.04,1.03325,0.44407,1.09757,0.93551,0.96855,0.98558,0.69278,1.13916,0.41616,1.2617,0.00860781,0.00860781,0.00860781
74,7108.29,1.02868,0.44301,1.10982,0.9379,0.96994,0.98527,0.68337,1.17342,0.41561,1.28406,0.00858848,0.00858848,0.00858848
75,7153.06,1.0279,0.4413,1.10642,0.93962,0.96649,0.98626,0.71038,1.09292,0.40595,1.23622,0.00856914,0.00856914,0.00856914
76,7202.94,1.0297,0.44318,1.10382,0.93365,0.96379,0.98375,0.67753,1.19589,0.4299,1.29132,0.0085498,0.0085498,0.0085498
77,7255.4,1.02843,0.43955,1.0968,0.94152,0.96471,0.98573,0.69029,1.15494,0.41715,1.27072,0.00853047,0.00853047,0.00853047
78,7306.73,1.0232,0.4397,1.09862,0.94183,0.96527,0.98619,0.70617,1.09877,0.40528,1.23223,0.00851113,0.00851113,0.00851113
79,7351.51,1.0167,0.43703,1.09241,0.94076,0.96252,0.98582,0.69347,1.15333,0.41675,1.26672,0.0084918,0.0084918,0.0084918
80,7396.29,1.02271,0.44012,1.09629,0.93954,0.96446,0.98579,0.699,1.1256,0.41245,1.2444,0.00847246,0.00847246,0.00847246
81,7441.32,1.02683,0.43819,1.09229,0.94387,0.96289,0.98606,0.68293,1.18082,0.4192,1.29347,0.00845313,0.00845313,0.00845313
82,7496.37,1.02385,0.43831,1.0947,0.94266,0.96473,0.98603,0.69469,1.13665,0.40667,1.25981,0.00843379,0.00843379,0.00843379
83,7542.07,1.01414,0.43533,1.09494,0.94477,0.95938,0.98569,0.67768,1.1976,0.42101,1.30044,0.00841445,0.00841445,0.00841445
84,7586.75,1.02008,0.4372,1.09864,0.93656,0.96841,0.98532,0.68377,1.17454,0.42048,1.28409,0.00839512,0.00839512,0.00839512
